name,group,per_g,kcal,protein_g,fat_g,carbs_g,fiber_g,Fe_mg,Ca_mg,VitD_IU,B12_ug,Folate_ug,Iodine_ug,K_mg,Mg_mg,flags,price_per_unit,source,version_date
puddings_banana_dry_mix_instant_with_added_oil,other,100.0,0.0,0.0,4.4,0.0,0.0,0.12,6.0,0.0,0.0,0.001,0.0,15.0,2.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617275
puddings_banana_dry_mix_regular_with_added_oil,other,100.0,0.0,0.0,5.0,0.0,0.3,0.05,20.0,0.0,0.0,0.0,0.0,17.0,8.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617292
yogurt_greek_plain_nonfat,other,100.0,0.0,10.3,0.37,0.0,0.0,0.07,111.0,0.0,0.0,0.064,0.0,141.0,10.7,,0.0,MERGED(USDA),2025-09-04T23:25:50.617310
yogurt_greek_strawberry_nonfat,other,100.0,0.0,8.055,0.15,0.0,0.6,0.09,97.0,1.0,0.0,0.05,0.0,132.5,10.2,,0.0,MERGED(USDA),2025-09-04T23:25:50.617341
yogurt_greek_plain_whole_milk,other,100.0,0.0,8.89,4.695,0.0,0.0,0.0,105.5,0.0,0.0,0.053,21.15,144.0,10.85,,0.0,MERGED(USDA),2025-09-04T23:25:50.617365
yogurt_plain_nonfat,other,100.0,0.0,4.23,0.087,0.0,0.0,0.0,167.0,0.217,0.0,0.0,58.7,210.0,15.2,,0.0,MERGED(USDA),2025-09-04T23:25:50.617383
yogurt_plain_whole_milk,other,100.0,0.0,3.645,3.865,0.0,0.0,0.025,124.0,0.439,0.0,0.039,16.15,159.5,11.7,,0.0,MERGED(USDA),2025-09-04T23:25:50.617407
yogurt_greek_blueberry_chobani,other,100.0,0.0,7.23,0.24,0.0,0.5,0.15,90.0,0.0,0.0,0.0,0.0,128.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617424
yogurt_greek_plain_lowfat,other,100.0,0.0,9.95,1.92,0.0,0.0,0.04,115.0,0.0,0.0,0.055,0.0,141.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617441
yogurt_greek_strawberry_lowfat,other,100.0,0.0,8.17,2.57,0.0,1.0,0.07,88.0,0.0,0.0,0.049,0.0,129.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617459
yogurt_greek_vanilla_lowfat,other,100.0,0.0,8.64,2.5,0.0,0.0,0.04,100.0,0.9,0.0,0.05,0.0,123.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617476
yogurt_greek_vanilla_nonfat,other,100.0,0.0,8.64,0.18,0.0,0.5,0.04,99.0,0.9,0.0,0.05,0.0,123.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617494
yogurt_greek_fruit_whole_milk,other,100.0,0.0,7.33,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.049,0.0,113.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617598
yogurt_greek_nonfat_peach_chobani,other,100.0,0.0,7.76,0.11,0.0,0.7,0.03,89.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617630
yogurt_greek_nonfat_plain_chobani,other,100.0,0.0,9.53,0.24,0.0,0.2,0.03,112.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617653
yogurt_greek_nonfat_raspberry_chobani,other,100.0,0.0,7.65,0.22,0.0,0.5,0.03,98.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617724
yogurt_greek_nonfat_vanilla_chobani,other,100.0,0.0,9.07,0.22,0.0,0.3,0.05,106.0,0.0,0.0,0.053,0.0,130.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617765
yogurt_greek_strawberry_dannon_oikos,other,100.0,0.0,8.25,2.92,0.0,1.0,0.07,86.0,0.0,0.0,0.05,0.0,131.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617938
yogurt_greek_whole_plain_chobani,other,100.0,0.0,8.24,4.01,0.0,0.8,0.03,111.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617962
yogurt_greek_2_fat_apricot_chobani,other,100.0,0.0,7.22,1.71,0.0,0.6,0.03,87.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.617989
yogurt_greek_2_fat_mango_chobani,other,100.0,0.0,7.64,1.69,0.0,0.5,0.03,89.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618006
yogurt_greek_2_fat_pineapple_chobani,other,100.0,0.0,7.05,1.82,0.0,0.7,0.03,92.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618023
yogurt_greek_nonfat_lemon_blend_chobani,other,100.0,0.0,8.62,0.15,0.0,0.5,0.03,96.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618040
yogurt_greek_nonfat_strawberry_dannon_oikos,other,100.0,0.0,8.03,0.22,0.0,0.4,0.06,94.0,1.0,0.0,0.051,0.0,145.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618057
yogurt_greek_nonfat_vanilla_dannon_oikos,other,100.0,0.0,8.12,0.14,0.0,0.5,0.04,89.0,0.9,0.0,0.047,0.0,115.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618074
yogurt_greek_2_fat_strawberry_banana_chobani,other,100.0,0.0,8.0,1.71,0.0,0.7,0.2,88.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618093
yogurt_greek_2fat_coconut_blend_chobani,other,100.0,0.0,8.11,1.71,0.0,0.5,0.03,93.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618110
yogurt_greek_nonfat_fruit_on_bottom_blackberry_chobani,other,100.0,0.0,7.54,0.37,0.0,0.4,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618127
yogurt_greek_nonfat_fruit_on_bottom_pomegranate_chobani,other,100.0,0.0,7.45,0.18,0.0,0.8,0.15,93.0,0.0,0.0,0.0,0.0,128.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618147
yogurt_greek_nonfat_fruit_on_bottom_strawberry_chobani,other,100.0,0.0,7.28,0.23,0.0,0.4,0.15,93.0,0.0,0.0,0.05,0.0,132.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618164
yogurt_greek_2_fat_key_lime_blend_chobani,other,100.0,0.0,7.75,1.47,0.0,0.5,0.03,92.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618181
yogurt_greek_2_fatmixed_berry_blend_chobani,other,100.0,0.0,8.26,1.83,0.0,0.6,0.03,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618198
yogurt_greek_plain_nonfat_includes_foods_for_usdas_food_distribution_program,other,100.0,0.0,10.2,0.39,0.0,0.0,0.07,110.0,0.0,0.0,0.063,0.0,141.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618215
smart_soup_greek_minestrone,other,100.0,0.0,1.7,0.53,0.0,2.7,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618232
frozen_yogurts_chocolate,other,100.0,0.0,3.0,3.6,0.0,2.3,0.46,100.0,0.1,0.0,0.04,0.0,234.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618249
babyfood_dessert_peach_yogurt,other,100.0,0.0,0.9,0.18,0.0,0.4,0.4,27.0,0.0,0.0,0.02,0.0,102.0,13.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618266
candies_confectioners_coating_yogurt,other,100.0,0.0,5.87,27.0,0.0,0.0,0.14,205.0,0.0,0.0,0.056,0.0,290.0,18.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618282
silk_blueberry_soy_yogurt,other,100.0,0.0,2.35,1.18,0.0,0.6,0.64,176.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618299
silk_peach_soy_yogurt,other,100.0,0.0,2.35,1.18,0.0,0.6,0.64,176.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618316
silk_plain_soy_yogurt,other,100.0,0.0,2.64,1.76,0.0,0.4,0.0,132.0,1.3,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618332
silk_raspberry_soy_yogurt,other,100.0,0.0,2.35,1.18,0.0,0.6,0.64,176.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618350
silk_strawberry_soy_yogurt,other,100.0,0.0,2.35,1.18,0.0,0.6,0.64,176.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618367
yogurt_chocolate_nonfat_milk,other,100.0,0.0,3.53,0.0,0.0,1.2,0.42,88.0,0.0,0.0,0.047,0.0,339.0,40.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618384
yogurt_fruit_variety_nonfat,other,100.0,0.0,4.4,0.2,0.0,0.0,0.07,152.0,0.0,0.0,0.04,0.0,194.0,15.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618400
yogurt_plain_low_fat,other,100.0,0.0,5.25,1.55,0.0,0.0,0.08,183.0,0.0,0.0,0.049,0.0,234.0,17.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618419
yogurt_plain_skim_milk,other,100.0,0.0,5.73,0.18,0.0,0.0,0.09,199.0,0.0,0.0,0.053,0.0,255.0,19.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618435
yogurt_vanilla_low_fat,other,100.0,0.0,4.93,1.25,0.0,0.0,0.07,171.0,0.0,0.0,0.045,0.0,219.0,16.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618451
yogurt_vanilla_non_fat,other,100.0,0.0,2.94,0.0,0.0,0.0,0.0,118.0,0.9,0.0,0.045,0.0,141.0,16.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.618468
