name,group,per_g,kcal,protein_g,fat_g,carbs_g,fiber_g,Fe_mg,Ca_mg,VitD_IU,B12_ug,Folate_ug,Iodine_ug,K_mg,Mg_mg,flags,price_per_unit,source,version_date
chicken_breast_oven_roasted_fat_free_sliced,other,100.0,0.0,16.8,0.39,0.0,0.0,0.32,6.0,0.0,0.0,0.15,0.0,67.0,9.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608239
chicken_broiler_rotisserie_bbq_breast_meat_and_skin,other,100.0,0.0,26.4,7.67,0.0,0.0,0.51,16.0,0.0,0.0,0.307,0.0,276.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608256
chicken_broiler_rotisserie_bbq_breast_meat_only,other,100.0,0.0,28.0,3.57,0.0,0.0,0.46,13.0,0.0,0.0,0.314,0.0,284.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608274
chicken_broilers_or_fryers_breast_meat_and_skin_raw,other,100.0,0.0,20.8,9.25,0.0,0.0,0.74,11.0,0.4,0.0,0.53,0.0,220.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608291
chicken_broilers_or_fryers_breast_meat_and_skin_cooked_roasted,other,100.0,0.0,29.8,7.78,0.0,0.0,1.07,14.0,0.1,0.0,0.56,0.0,245.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608308
chicken_broilers_or_fryers_breast_meat_and_skin_cooked_stewed,other,100.0,0.0,27.4,7.42,0.0,0.0,0.92,13.0,0.1,0.0,0.29,0.0,178.0,22.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608325
chicken_broilers_or_fryers_breast_meat_only_cooked_fried,other,100.0,0.0,33.4,4.71,0.0,0.0,1.14,16.0,0.1,0.0,0.64,0.0,276.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608343
chicken_broilers_or_fryers_breast_meat_only_cooked_roasted,other,100.0,0.0,31.0,3.57,0.0,0.0,1.04,15.0,0.1,0.0,0.6,0.0,256.0,29.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608360
chicken_broilers_or_fryers_breast_meat_only_cooked_stewed,other,100.0,0.0,29.0,3.03,0.0,0.0,0.88,13.0,0.1,0.0,0.33,0.0,187.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608376
fast_foods_fried_chicken_breast_meat_and_skin_and_breading,other,100.0,0.0,23.5,12.4,0.0,0.1,0.72,45.0,0.1,0.0,0.263,0.0,282.0,26.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608393
popeyes_fried_chicken_mild_breast_meat_and_skin_with_breading,other,100.0,0.0,21.7,16.5,0.0,0.4,0.74,23.0,0.0,0.0,0.389,0.0,283.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608410
chicken_broiler_or_fryers_breast_skinless_boneless_meat_only_raw,other,100.0,0.0,22.5,2.62,0.0,0.0,0.37,5.0,0.0,0.0,0.811,0.0,334.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608427
chicken_broilers_or_fryers_breast_meat_and_skin_cooked_fried_batter,other,100.0,0.0,24.8,13.2,0.0,0.3,1.25,20.0,0.1,0.0,0.43,0.0,201.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608444
chicken_broilers_or_fryers_breast_meat_and_skin_cooked_fried_flour,other,100.0,0.0,31.8,8.87,0.0,0.1,1.19,16.0,0.0,0.0,0.58,0.0,259.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608461
kfc_fried_chicken_extra_crispy_breast_meat_and_skin_with_breading,other,100.0,0.0,21.2,16.6,0.0,0.0,0.57,27.0,0.0,0.0,0.309,0.0,258.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608478
kfc_fried_chicken_original_recipe_breast_meat_and_skin_with_breading,other,100.0,0.0,21.9,13.1,0.0,0.0,0.6,33.0,0.0,0.0,0.326,0.0,267.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608494
chicken_broiler_or_fryers_breast_skinless_boneless_meat_only_cooked_grilled,other,100.0,0.0,30.5,3.17,0.0,0.0,0.45,5.0,0.0,0.0,1.16,0.0,391.0,34.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608511
chicken_broilers_or_fryers_rotisserie_original_seasoning_breast_meat_and_skin_cooked,other,100.0,0.0,27.5,8.18,0.0,0.0,0.55,15.0,0.0,0.0,0.299,0.0,289.0,26.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608528
chicken_broilers_or_fryers_rotisserie_original_seasoning_breast_meat_only_cooked,other,100.0,0.0,28.0,2.79,0.0,0.0,0.45,13.0,0.0,0.0,0.24,0.0,303.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608546
fast_foods_fried_chicken_breast_meat_only_skin_and_breading_removed,other,100.0,0.0,27.9,4.54,0.0,0.0,0.54,23.0,0.1,0.0,0.325,0.0,306.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608563
popeyes_fried_chicken_mild_breast_meat_only_skin_and_breading_removed,other,100.0,0.0,29.0,4.52,0.0,0.0,0.55,20.0,0.0,0.0,0.37,0.0,327.0,29.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608580
chicken_broilers_or_fryers_breast_skinless_boneless_meat_only_with_added_solution_raw,other,100.0,0.0,20.3,3.0,0.0,0.0,0.34,5.0,0.0,0.0,0.761,0.0,332.0,25.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608598
kfc_fried_chicken_extra_crispy_breast_meat_only_skin_and_breading_removed,other,100.0,0.0,27.2,4.82,0.0,0.0,0.51,20.0,0.0,0.0,0.416,0.0,309.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608615
kfc_fried_chicken_original_recipe_breast_meat_only_skin_and_breading_removed,other,100.0,0.0,26.9,4.56,0.0,0.0,0.53,25.0,0.0,0.0,0.28,0.0,285.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608632
chicken_broiler_or_fryers_breast_skinless_boneless_meat_only_with_added_solution_cooked_braised,other,100.0,0.0,28.2,3.61,0.0,0.0,0.43,5.0,0.0,0.0,0.962,0.0,313.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608648
chicken_broiler_or_fryers_breast_skinless_boneless_meat_only_with_added_solution_cooked_grilled,other,100.0,0.0,29.5,3.39,0.0,0.0,0.43,6.0,0.0,0.0,0.984,0.0,420.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608665
turkey_breast_sliced_prepackaged,other,100.0,0.0,14.8,3.77,0.0,0.0,0.42,14.0,0.2,0.0,0.41,0.0,371.0,19.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608682
pheasant_breast_meat_only_raw,other,100.0,0.0,24.4,3.25,0.0,0.0,0.79,3.0,0.0,0.0,0.74,0.0,242.0,21.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608698
quail_breast_meat_only_raw,other,100.0,0.0,22.6,2.99,0.0,0.0,2.31,10.0,0.0,0.0,0.53,0.0,260.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608715
veal_breast_separable_fat_cooked,other,100.0,0.0,9.4,53.4,0.0,0.0,0.45,6.0,0.0,0.0,0.11,0.0,181.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608732
duck_wild_breast_meat_only_raw,other,100.0,0.0,19.8,4.25,0.0,0.0,4.51,3.0,0.0,0.0,0.63,0.0,268.0,22.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608749
ruffed_grouse_breast_meat_skinless_raw,other,100.0,0.0,25.9,0.88,0.0,0.0,0.58,5.0,0.0,0.0,1.28,0.0,311.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608765
turkey_whole_breast_meat_only_raw,other,100.0,0.0,23.7,1.48,0.0,0.0,0.73,11.0,0.1,0.0,0.813,0.0,242.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608782
chicken_spread,other,100.0,0.0,18.0,17.6,0.0,0.3,0.87,16.0,0.0,0.0,0.15,0.0,106.0,12.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.608798
sidi_ali,other,100.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.608942
perly,other,100.0,0.0,8.0,3.0,9.4,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609009
eau_minérale_naturelle,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609071
اكوافينا,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609198
lait,other,100.0,0.0,3.1,1.5,4.9,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609262
eau_de_source,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.002,0.011,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609330
fromage_blanc_nature,other,100.0,0.0,7.3,12.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609386
uht_jaouda_1l,other,100.0,0.0,3.0,3.0,4.8,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609447
jben,other,100.0,0.0,8.0,21.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609507
ain_saïss,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609565
eau_minéral_naturelle,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609623
6111035000027,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609681
marmite_yeast_extract,other,100.0,0.0,34.0,0.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609740
lait_frais,other,100.0,0.0,3.0,1.5,4.8,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609800
original_taste,other,100.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609859
prince_goût_chocolat,other,100.0,0.0,6.3,17.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609918
edelbitterschokolade_mild_90,other,100.0,0.0,10.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.609977
excellence_70_cocoa_intense_dark,other,100.0,0.0,9.5,41.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610034
oulmes_natural_carbonated_water,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.002,0.006,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610095
nutella,other,100.0,0.0,6.3,30.9,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610200
orange_juice,other,100.0,0.0,0.0,0.0,9.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610255
tonik,other,100.0,0.0,4.35,22.2,71.7,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610314
levure_pâtisserie,other,100.0,0.0,0.0,0.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610372
ain_saiss_eau_minerale_naturelle,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610427
sésame,other,100.0,0.0,10.0,18.0,64.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610486
confiture_de_fraise,other,100.0,0.0,0.5,0.3,61.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610543
ain_atlas,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.004,0.007,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610654
yaourt_nature,other,100.0,0.0,4.2,3.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610709
zero_sin_azúcares_fibra,other,100.0,0.0,6.1,17.0,65.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610768
excellence_85_cacao_rich_dark,other,100.0,0.0,12.5,46.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610826
mayonnaise_recette_originale,other,100.0,0.0,1.12,65.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610880
sourdough_white_ciabattin_bread,other,100.0,0.0,10.1,0.8,44.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VEG;DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610939
geröstete_mandel_ohne_zucker,other,100.0,0.0,0.5,1.1,0.0,0.3,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.610998
dark_chocolate_85_cocoa,other,100.0,0.0,10.8,46.8,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VEG;DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611055
cristaline_eau_de_source_05l,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.002,0.025,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611115
the_great_white_sourdough,other,100.0,0.0,6.85,0.467,32.6,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VEG;DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611175
sourdough_grains_seeds,other,100.0,0.0,10.7,2.7,40.2,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VEG;DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611234
cheddar,other,100.0,0.0,9.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611293
almonds,other,100.0,0.0,24.7,53.3,4.67,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,VEG;DAIRY_FREE;GF,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611350
star_branded_iodized_salt,other,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611405
ketchup,other,100.0,0.0,1.12,0.08,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611457
cosumar_sucre_en_lingot_pour_le_thé_1_kg,other,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(OpenFoodFacts),2025-09-04T23:25:50.611508
fish_salmon_atlantic_farm_raised_raw,other,100.0,0.0,20.3,13.1,0.0,0.0,0.259,9.42,0.0,0.0,0.0,3.24,378.0,25.4,,0.0,MERGED(USDA),2025-09-04T23:25:50.611528
fish_salmon_sockeye_wild_caught_raw,other,100.0,0.0,22.3,4.94,0.0,0.0,0.402,14.8,0.0,0.0,0.0,18.4,330.0,26.2,,0.0,MERGED(USDA),2025-09-04T23:25:50.611546
fish_salmon_chinook_raw,other,100.0,0.0,19.9,10.4,0.0,0.0,0.25,26.0,0.0,0.0,0.4,0.0,394.0,95.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611563
fish_salmon_chinook_smoked,other,100.0,0.0,18.3,4.32,0.0,0.0,0.85,11.0,17.1,0.0,0.278,0.0,175.0,18.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611580
fish_salmon_chum_raw,other,100.0,0.0,20.1,3.77,0.0,0.0,0.55,11.0,0.0,0.0,0.4,0.0,429.0,22.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611597
fish_salmon_pink_raw,other,100.0,0.0,20.5,4.4,0.0,0.0,0.38,7.0,10.9,0.0,0.611,0.0,366.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611613
fish_salmon_sockeye_raw,other,100.0,0.0,22.2,4.69,0.0,0.0,0.43,9.0,14.1,0.0,0.731,0.0,367.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611629
fish_salmon_atlantic_farmed_raw,other,100.0,0.0,20.4,13.4,0.0,0.0,0.34,9.0,11.0,0.0,0.636,0.0,363.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611646
fish_salmon_atlantic_wild_raw,other,100.0,0.0,19.8,6.34,0.0,0.0,0.8,12.0,0.0,0.0,0.818,0.0,490.0,29.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611662
fish_salmon_coho_farmed_raw,other,100.0,0.0,21.3,7.67,0.0,0.0,0.34,12.0,0.0,0.0,0.66,0.0,450.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611679
fish_salmon_coho_wild_raw,other,100.0,0.0,21.6,5.93,0.0,0.0,0.56,36.0,9.0,0.0,0.549,0.0,423.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611695
salmon_nuggets_breaded_frozen_heated,other,100.0,0.0,12.7,11.7,0.0,0.0,1.24,8.0,0.0,0.0,0.222,0.0,165.0,20.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611712
salmon_nuggets_cooked_as_purchased_unheated,other,100.0,0.0,12.0,10.4,0.0,0.0,1.46,9.0,0.0,0.0,0.22,0.0,161.0,20.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611728
fish_salmon_chinook_cooked_dry_heat,other,100.0,0.0,25.7,13.4,0.0,0.0,0.91,28.0,0.0,0.0,0.462,0.0,505.0,122.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611744
fish_salmon_chinook_smoked_lox_regular,other,100.0,0.0,18.3,4.32,0.0,0.0,0.85,11.0,0.0,0.0,0.278,0.0,175.0,18.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611761
fish_salmon_chum_cooked_dry_heat,other,100.0,0.0,25.8,4.83,0.0,0.0,0.71,14.0,0.0,0.0,0.462,0.0,550.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611777
fish_salmon_chum_dried_alaska_native,other,100.0,0.0,62.1,14.4,0.0,0.0,2.2,155.0,0.0,0.0,0.681,0.0,910.0,68.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611794
fish_salmon_chum_raw_alaska_native,other,100.0,0.0,20.7,3.67,0.0,0.0,0.56,7.0,0.0,0.0,0.189,0.0,370.0,26.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611811
fish_salmon_pink_canned_drained_solids,other,100.0,0.0,23.1,5.02,0.0,0.0,0.77,283.0,14.5,0.0,0.105,0.0,333.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611829
fish_salmon_pink_cooked_dry_heat,other,100.0,0.0,24.6,5.28,0.0,0.0,0.45,8.0,13.0,0.0,0.696,0.0,439.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611846
fish_salmon_sockeye_canned_drained_solids,other,100.0,0.0,23.6,7.39,0.0,0.0,0.65,232.0,21.0,0.0,0.119,0.0,314.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611862
fish_salmon_sockeye_cooked_dry_heat,other,100.0,0.0,26.5,5.57,0.0,0.0,0.52,11.0,16.7,0.0,0.827,0.0,436.0,36.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611879
fish_salmon_tipnuk_fermented_alaska_native,other,100.0,0.0,15.9,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611896
salmon_sockeye_canned_total_can_contents,other,100.0,0.0,20.6,7.17,0.0,0.0,0.57,198.0,19.0,0.0,0.33,0.0,329.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611913
fish_salmon_atlantic_farmed_cooked_dry_heat,other,100.0,0.0,22.1,12.4,0.0,0.0,0.34,15.0,13.1,0.0,0.647,0.0,384.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611929
fish_salmon_atlantic_wild_cooked_dry_heat,other,100.0,0.0,25.4,8.13,0.0,0.0,1.03,15.0,0.0,0.0,0.944,0.0,628.0,37.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611945
fish_salmon_chum_canned_drained_solids_with_bone,other,100.0,0.0,21.4,5.5,0.0,0.0,0.7,249.0,9.6,0.0,0.38,0.0,300.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611962
fish_salmon_coho_silver_raw_alaska_native,other,100.0,0.0,22.6,5.57,0.0,0.0,0.55,5.0,0.0,0.0,0.225,0.0,380.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611978
fish_salmon_coho_farmed_cooked_dry_heat,other,100.0,0.0,24.3,8.23,0.0,0.0,0.39,12.0,0.0,0.0,0.568,0.0,460.0,34.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611995
fish_salmon_coho_wild_cooked_dry_heat,other,100.0,0.0,23.4,4.3,0.0,0.0,0.61,45.0,11.3,0.0,0.568,0.0,434.0,33.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612011
fish_salmon_coho_wild_cooked_moist_heat,other,100.0,0.0,27.4,7.5,0.0,0.0,0.71,46.0,0.0,0.0,0.556,0.0,455.0,35.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612027
